x,y,area,DAPI_mean,NaKATPase_mean,EpCAM_mean,PanCK_mean,SIVGag_mean,p-eIF2a_mean,ATF4_mean,BSG_mean,CA2_mean,CA12_mean,CD3_mean,CD4_mean,CD8_mean,FoxP3_mean,CD117_mean,CD68_mean,CD20_mean,CD138_mean,DAPI_pos,NaKATPase_pos,EpCAM_pos,PanCK_pos,SIVGag_pos,p-eIF2a_pos,ATF4_pos,CD3_pos,CD4_pos,CD8_pos,FoxP3_pos,CD117_pos,CD68_pos,CD20_pos,CD138_pos,BSG_pos,CA2_pos,CA12_pos,vme_category,sample_id,group
1250.190933209334,356.5928863561734,178,8023.526879878934,4061.7168737229663,3177.922360230686,3371.377363381461,207.0909554164032,311.482357409893,404.04439333218835,496.09454570126013,517.8305022106777,229.85166866768228,722.7340951151535,1174.8527703435911,69.61937881297274,0.0,0.0,305.821809853922,760.054379033657,410.5509788783686,True,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,SIV_negative,A7005_colon_s1,LAEA
1794.427601939151,947.3564777117202,206,6662.341888717765,1092.533920194518,509.6497765465358,496.3617378645657,181.10415548644954,734.3232851861553,472.8568380150074,926.6019079739012,438.27692525727247,352.5071692101485,1159.6745278947053,0.0,835.6938304952878,617.4954338257984,0.0,854.2969923178273,700.8194033228693,499.3976638775673,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,False,False,SIV_negative,A7005_colon_s1,LAEA
1551.371380490387,509.59048060682454,107,7306.489573666442,905.6206338042302,679.7312513805973,739.3010602025845,214.63348544448675,326.68465194466273,417.03423887629015,585.2494910291806,504.7265286977178,479.6247462650489,659.0575179773715,872.407269644867,468.7014684941446,676.4742509575242,155.4945706771657,96.226697487494,467.13615799230445,434.34513645778827,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SIV_negative,A7005_colon_s1,LAEA
450.41437998118374,1785.5061939234222,168,4944.32413561513,844.7200699840389,418.45058621857777,618.7332244349863,292.80353354835415,350.94106239673204,454.7392091222928,418.70581386863034,430.50944671710556,606.7833592446175,341.70414592348203,0.0,489.7211179906519,21.973300146282327,443.14435223615743,696.5648649755715,630.4376059892754,571.4436456853944,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,SIV_negative,A7005_colon_s1,LAEA
600.3325698224509,357.4788813505574,100,5481.617721491714,1110.0032184101385,585.4782073481257,548.7642085462495,160.46785028300977,826.5571683601926,597.3574688560066,739.8287025230721,486.39142992758616,499.5542108759564,1076.8425171063168,384.3859072184614,410.0964131574944,349.0169502961529,1462.8906986412655,167.62980471777678,835.842971132949,437.15668985653235,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,SIV_negative,A7005_colon_s1,LAEA
1747.1068907925237,1935.3550335306113,94,7550.116685773992,4552.344270578213,3105.401586419329,3692.274112142362,327.83362774623674,474.23584545403565,426.67774297285905,487.95499971425477,521.9111075822099,217.2501447175527,301.9342591032509,167.51310176169955,496.0691953374137,846.1327055172417,0.0,542.7678546846444,864.1883420515999,575.3087491818337,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,SIV_negative,A7005_colon_s1,LAEA
10.530609131149449,1720.5667493844803,123,3961.599261913958,4482.2343041999975,4236.206492703549,2520.961792492096,149.16722938943803,328.2868997401996,282.5235521399478,403.9020994962168,670.7209873407495,217.29122560110494,575.6953944176239,986.3864476482031,319.463102285436,136.0416537966085,0.0,319.4452011722478,745.1233385182722,627.7807222250888,False,True,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,SIV_negative,A7005_colon_s1,LAEA
1642.4568367655324,767.2682650229847,179,6608.169861899714,4689.53848500433,3908.238865566284,3032.206710421877,254.78377546477364,387.2737231039389,821.2455929697866,575.2427499700879,332.506093433647,247.8138710917653,546.5716092906141,934.2025174585756,143.61106982278415,0.0,0.0,1015.6797311001146,296.4807113831078,352.11738264411457,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,SIV_negative,A7005_colon_s1,LAEA
1594.1388575040924,1545.7137903590242,157,6199.401942755891,2611.208479625896,5426.809152863935,3341.7032981172956,280.81858677963896,229.77558331965642,309.66422006536936,691.43493381451,529.1187647008318,453.42651998308776,1036.173245944586,0.0,387.159950377838,0.0,115.15148625272136,872.2618149694435,825.5278708551444,797.5727021582081,True,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,SIV_negative,A7005_colon_s1,LAEA
935.8699056874416,1161.423231741406,181,5332.228756485685,3926.521616053486,2597.7332652902096,3064.254663678561,185.68231887826335,545.9748372234088,0.0,780.0058488179561,377.681318545676,578.8618499549702,1149.0558430114932,631.0078959754119,593.4504093561746,706.9642627814519,0.0,624.1834339150432,727.4868750542995,820.2158675858045,False,True,True,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,SIV_negative,A7005_colon_s1,LAEA
